lemma,list,rank
seminar,NAWL,804
widespread,NAWL,293
emission,NAWL,233
integration,NAWL,80
bargain,NAWL,659
carrier,NAWL,532
dominant,NAWL,81
cure,NAWL,686
par,NAWL,13
admission,NAWL,490
dose,NAWL,111
execute,NAWL,547
conscious,NAWL,416
junior,NAWL,840
consent,NAWL,393
vocabulary,NAWL,127
punishment,NAWL,529
interval,NAWL,24
replacement,NAWL,432
scenario,NAWL,252
outlet,NAWL,780
architect,NAWL,563
controversy,NAWL,454
feedback,NAWL,180
render,NAWL,309
puzzle,NAWL,615
classify,NAWL,172
correctly,NAWL,423
accent,NAWL,486
economist,NAWL,567
scatter,NAWL,384
transformation,NAWL,37
clever,NAWL,893
organ,NAWL,210
physically,NAWL,574
treaty,NAWL,666
diverse,NAWL,219
alliance,NAWL,520
campus,NAWL,892
clue,NAWL,699
evident,NAWL,154
virtue,NAWL,299
commonly,NAWL,135
observer,NAWL,332
destination,NAWL,799
apple,NAWL,785
entity,NAWL,213
facilitate,NAWL,130
agriculture,NAWL,356
beam,NAWL,95
ton,NAWL,682
cattle,NAWL,381
cheer,NAWL,937
induce,NAWL,22
indicator,NAWL,177
necessity,NAWL,424
calculation,NAWL,84
drain,NAWL,776
audit,NAWL,772
consensus,NAWL,368
productive,NAWL,414
assignment,NAWL,377
gross,NAWL,626
ex,NAWL,164
painful,NAWL,801
reinforce,NAWL,342
identification,NAWL,57
backward,NAWL,570
identical,NAWL,91
clinic,NAWL,558
sin,NAWL,120
valid,NAWL,197
bonus,NAWL,911
collective,NAWL,181
hip,NAWL,731
proposition,NAWL,89
parameter,NAWL,4
terminal,NAWL,348
interrupt,NAWL,737
fiber,NAWL,215
precede,NAWL,85
drift,NAWL,524
expertise,NAWL,580
prediction,NAWL,99
communist,NAWL,628
elite,NAWL,117
confine,NAWL,400
stimulus,NAWL,27
thereby,NAWL,191
physician,NAWL,173
elaborate,NAWL,407
composer,NAWL,273
bat,NAWL,669
manual,NAWL,457
particle,NAWL,65
initiate,NAWL,247
politically,NAWL,576
sperm,NAWL,166
logical,NAWL,262
dictionary,NAWL,470
clip,NAWL,854
invasion,NAWL,577
fluid,NAWL,33
discrimination,NAWL,396
coordinate,NAWL,83
sensible,NAWL,797
fabric,NAWL,749
flexibility,NAWL,590
spectrum,NAWL,76
lung,NAWL,413
lab,NAWL,803
grasp,NAWL,541
rhythm,NAWL,468
ritual,NAWL,329
namely,NAWL,108
realistic,NAWL,592
traditionally,NAWL,546
intensity,NAWL,54
enforcement,NAWL,696
pronounce,NAWL,480
wisdom,NAWL,707
inevitably,NAWL,578
simultaneously,NAWL,237
interact,NAWL,157
blank,NAWL,795
tense,NAWL,338
strictly,NAWL,317
assert,NAWL,292
objection,NAWL,482
span,NAWL,279
execution,NAWL,467
continent,NAWL,629
civilization,NAWL,498
undermine,NAWL,473
airplane,NAWL,899
comply,NAWL,772
kilometer,NAWL,842
neat,NAWL,903
fraction,NAWL,183
effectiveness,NAWL,260
ethics,NAWL,390
insert,NAWL,409
tempt,NAWL,779
availability,NAWL,325
faculty,NAWL,639
depict,NAWL,326
clarify,NAWL,492
diagnosis,NAWL,56
colony,NAWL,283
deadline,NAWL,928
motive,NAWL,556
mineral,NAWL,401
readily,NAWL,332
correspondence,NAWL,100
tribe,NAWL,726
statistical,NAWL,51
disability,NAWL,380
separation,NAWL,194
punch,NAWL,921
infect,NAWL,104
minimize,NAWL,323
informal,NAWL,349
plug,NAWL,848
punish,NAWL,765
artificial,NAWL,371
strand,NAWL,476
adolescent,NAWL,126
scholarship,NAWL,513
discourse,NAWL,25
purely,NAWL,382
partial,NAWL,60
legitimate,NAWL,502
bound,NAWL,35
norm,NAWL,97
duration,NAWL,66
constitution,NAWL,471
homework,NAWL,933
horizon,NAWL,594
allocate,NAWL,559
rational,NAWL,115
nest,NAWL,525
resemble,NAWL,421
deliberately,NAWL,710
unemployed,NAWL,762
psychology,NAWL,217
corruption,NAWL,619
probe,NAWL,225
harvest,NAWL,372
outer,NAWL,223
recipe,NAWL,898
oxygen,NAWL,280
cognitive,NAWL,17
subtle,NAWL,557
merge,NAWL,553
slot,NAWL,775
legend,NAWL,774
interface,NAWL,198
comparable,NAWL,229
hedge,NAWL,845
ridiculous,NAWL,932
linguistic,NAWL,20
naked,NAWL,849
preliminary,NAWL,303
similarity,NAWL,71
bulk,NAWL,542
mall,NAWL,959
rub,NAWL,914
poster,NAWL,868
myth,NAWL,475
ghost,NAWL,833
pole,NAWL,614
separately,NAWL,397
discharge,NAWL,350
rope,NAWL,891
swell,NAWL,789
importantly,NAWL,522
processor,NAWL,770
robot,NAWL,50
correlation,NAWL,19
manuscript,NAWL,134
transmit,NAWL,418
molecule,NAWL,47
bacteria,NAWL,706
sufficiently,NAWL,196
stack,NAWL,523
nasty,NAWL,948
explicit,NAWL,73
revolutionary,NAWL,552
projection,NAWL,144
essence,NAWL,511
sensitivity,NAWL,70
spray,NAWL,846
usage,NAWL,264
bang,NAWL,929
bullet,NAWL,920
progressive,NAWL,354
breakdown,NAWL,565
consciousness,NAWL,236
influential,NAWL,509
insect,NAWL,261
underneath,NAWL,908
interfere,NAWL,623
surplus,NAWL,712
bundle,NAWL,587
accuracy,NAWL,137
whoever,NAWL,918
accelerate,NAWL,504
oral,NAWL,175
diagram,NAWL,188
defect,NAWL,193
bubble,NAWL,683
portray,NAWL,642
thread,NAWL,721
machinery,NAWL,691
barrel,NAWL,872
array,NAWL,231
stance,NAWL,605
radiation,NAWL,199
competence,NAWL,294
reliability,NAWL,404
solar,NAWL,680
conservation,NAWL,297
sometime,NAWL,895
injection,NAWL,259
freely,NAWL,597
specification,NAWL,171
wheat,NAWL,455
vertical,NAWL,200
incredibly,NAWL,949
flesh,NAWL,832
donor,NAWL,443
intervene,NAWL,601
tropical,NAWL,189
sketch,NAWL,461
profound,NAWL,607
transmission,NAWL,110
meaningful,NAWL,483
incline,NAWL,694
artistic,NAWL,638
crystal,NAWL,521
commodity,NAWL,599
prejudice,NAWL,733
questionnaire,NAWL,335
actively,NAWL,582
terribly,NAWL,942
gut,NAWL,788
consultation,NAWL,595
auction,NAWL,871
republic,NAWL,769
mortality,NAWL,62
overhead,NAWL,768
formally,NAWL,506
verbal,NAWL,206
ideology,NAWL,165
practitioner,NAWL,358
minimal,NAWL,141
goodness,NAWL,771
loop,NAWL,285
allocation,NAWL,412
mechanical,NAWL,379
straightforward,NAWL,395
chemistry,NAWL,643
obscure,NAWL,621
powder,NAWL,852
alien,NAWL,716
neutral,NAWL,266
historically,NAWL,585
compensate,NAWL,602
accumulate,NAWL,429
marker,NAWL,48
utilize,NAWL,312
surgeon,NAWL,835
pulse,NAWL,96
embed,NAWL,200
bleed,NAWL,767
ruler,NAWL,596
leaf,NAWL,205
partially,NAWL,302
aggregate,NAWL,207
thesis,NAWL,119
monkey,NAWL,375
activate,NAWL,125
conceive,NAWL,419
intensive,NAWL,548
overlap,NAWL,151
manipulate,NAWL,519
skip,NAWL,867
orientation,NAWL,88
equality,NAWL,208
developmental,NAWL,34
articulate,NAWL,442
ethical,NAWL,270
weave,NAWL,798
locally,NAWL,339
presume,NAWL,634
parental,NAWL,328
peasant,NAWL,459
chronic,NAWL,159
flip,NAWL,863
sensation,NAWL,688
organism,NAWL,149
acute,NAWL,202
unity,NAWL,318
tumor,NAWL,214
trait,NAWL,98
compact,NAWL,186
commentary,NAWL,365
configuration,NAWL,106
modification,NAWL,245
instinct,NAWL,836
container,NAWL,750
likelihood,NAWL,228
conception,NAWL,163
biology,NAWL,251
metaphor,NAWL,425
audio,NAWL,807
closure,NAWL,322
dilemma,NAWL,554
colonial,NAWL,75
diagnose,NAWL,485
invade,NAWL,783
accurately,NAWL,508
stereotype,NAWL,636
specialty,NAWL,887
positively,NAWL,499
threshold,NAWL,122
systematic,NAWL,142
inject,NAWL,566
likewise,NAWL,440
liver,NAWL,427
hormone,NAWL,388
thumb,NAWL,860
quotation,NAWL,583
independently,NAWL,310
cheat,NAWL,912
super,NAWL,816
individually,NAWL,661
reproduce,NAWL,364
immune,NAWL,284
sphere,NAWL,168
clay,NAWL,722
dictate,NAWL,692
nucleus,NAWL,78
noisy,NAWL,881
slavery,NAWL,637
justification,NAWL,462
symbolic,NAWL,311
broadly,NAWL,550
adjacent,NAWL,331
specimen,NAWL,291
behavioral,NAWL,67
ancestor,NAWL,609
hierarchy,NAWL,239
electron,NAWL,29
rhetoric,NAWL,530
mathematical,NAWL,227
snake,NAWL,831
classification,NAWL,121
arrow,NAWL,363
comparative,NAWL,124
matrix,NAWL,15
empirical,NAWL,49
socially,NAWL,507
calcium,NAWL,315
migration,NAWL,226
vein,NAWL,453
correction,NAWL,386
vitamin,NAWL,693
adaptation,NAWL,138
tutor,NAWL,815
grid,NAWL,493
magnetic,NAWL,105
monetary,NAWL,438
complement,NAWL,204
crude,NAWL,708
fever,NAWL,671
explicitly,NAWL,153
vague,NAWL,756
credibility,NAWL,814
non,NAWL,235
differentiate,NAWL,299
rack,NAWL,955
psychologist,NAWL,662
noble,NAWL,702
conceptual,NAWL,155
lump,NAWL,875
limb,NAWL,632
autonomy,NAWL,248
membrane,NAWL,41
realm,NAWL,487
definite,NAWL,465
elementary,NAWL,588
overview,NAWL,289
dense,NAWL,345
dissolve,NAWL,656
magnitude,NAWL,230
adverse,NAWL,450
sustainable,NAWL,689
diameter,NAWL,146
rejection,NAWL,430
circulate,NAWL,620
shallow,NAWL,677
semantic,NAWL,12
indirect,NAWL,314
emergence,NAWL,150
circulation,NAWL,422
maximize,NAWL,431
layout,NAWL,748
competent,NAWL,746
damp,NAWL,727
occurrence,NAWL,112
marble,NAWL,821
momentum,NAWL,568
simplify,NAWL,369
syndrome,NAWL,123
complication,NAWL,434
supposedly,NAWL,787
molecular,NAWL,36
marginal,NAWL,267
philosophical,NAWL,304
goat,NAWL,743
forum,NAWL,766
capitalism,NAWL,579
tolerance,NAWL,441
habitat,NAWL,376
elevate,NAWL,447
viable,NAWL,631
maternal,NAWL,113
linear,NAWL,16
halfway,NAWL,927
bizarre,NAWL,886
atom,NAWL,244
impulse,NAWL,516
pardon,NAWL,924
inclusion,NAWL,232
toxic,NAWL,763
methodology,NAWL,212
validity,NAWL,241
illusion,NAWL,668
globalization,NAWL,715
pathway,NAWL,82
unify,NAWL,477
swap,NAWL,897
gravity,NAWL,613
incidence,NAWL,131
dependence,NAWL,148
cue,NAWL,327
athletic,NAWL,940
continuity,NAWL,221
economically,NAWL,728
mechanic,NAWL,654
horizontal,NAWL,143
ray,NAWL,538
sword,NAWL,869
aesthetic,NAWL,355
disturbance,NAWL,238
irrelevant,NAWL,653
contradiction,NAWL,383
orient,NAWL,406
monopoly,NAWL,718
protocol,NAWL,353
primitive,NAWL,389
minus,NAWL,805
philosopher,NAWL,479
inhibit,NAWL,249
hydrogen,NAWL,560
multiply,NAWL,571
dioxide,NAWL,742
parcel,NAWL,865
offspring,NAWL,420
technically,NAWL,823
prey,NAWL,697
valve,NAWL,435
shuttle,NAWL,938
simulation,NAWL,43
whereby,NAWL,608
standardize,NAWL,497
integral,NAWL,160
decay,NAWL,415
nicely,NAWL,874
inequality,NAWL,90
predominantly,NAWL,515
artifact,NAWL,531
selective,NAWL,324
bucket,NAWL,896
stripe,NAWL,839
utterance,NAWL,128
problematic,NAWL,385
liable,NAWL,820
cord,NAWL,591
denote,NAWL,10
morality,NAWL,572
static,NAWL,392
axis,NAWL,114
dialect,NAWL,282
fringe,NAWL,825
textbook,NAWL,586
unintelligible,NAWL,943
antibody,NAWL,63
bracket,NAWL,684
spontaneous,NAWL,403
fundamentally,NAWL,678
fusion,NAWL,296
correlate,NAWL,61
onset,NAWL,79
sniff,NAWL,961
retrieve,NAWL,633
sexuality,NAWL,643
sub,NAWL,794
aluminum,NAWL,818
critique,NAWL,320
epidemic,NAWL,651
syllable,NAWL,102
trauma,NAWL,624
comprehension,NAWL,277
chromosome,NAWL,103
transplant,NAWL,648
paradigm,NAWL,216
interestingly,NAWL,491
stabilize,NAWL,606
bilingual,NAWL,69
intermediate,NAWL,109
enzyme,NAWL,161
node,NAWL,58
nonetheless,NAWL,658
constrain,NAWL,298
analogy,NAWL,449
capitalist,NAWL,589
tech,NAWL,954
equilibrium,NAWL,53
fossil,NAWL,526
implicit,NAWL,278
undergraduate,NAWL,739
quantitative,NAWL,167
variant,NAWL,178
planner,NAWL,786
subjective,NAWL,428
indigenous,NAWL,308
pragmatic,NAWL,361
vowel,NAWL,52
basin,NAWL,489
composite,NAWL,584
differential,NAWL,93
kidney,NAWL,673
rotate,NAWL,598
generalize,NAWL,94
mentor,NAWL,873
rewrite,NAWL,456
antibiotic,NAWL,641
peripheral,NAWL,401
coherent,NAWL,496
reservoir,NAWL,752
rotation,NAWL,240
psychiatric,NAWL,318
chess,NAWL,941
mobility,NAWL,445
reproduction,NAWL,410
gauge,NAWL,792
multinational,NAWL,884
velocity,NAWL,23
optimal,NAWL,72
physics,NAWL,630
coordination,NAWL,534
chunk,NAWL,813
directive,NAWL,714
tricky,NAWL,936
manipulation,NAWL,446
dominance,NAWL,411
derivative,NAWL,287
predator,NAWL,674
replicate,NAWL,378
fertility,NAWL,330
nutrient,NAWL,341
evolutionary,NAWL,179
enormously,NAWL,889
grammatical,NAWL,136
footnote,NAWL,753
fatigue,NAWL,657
receptor,NAWL,30
incumbent,NAWL,811
diagnostic,NAWL,220
instability,NAWL,169
dye,NAWL,723
infinite,NAWL,218
synthesis,NAWL,144
reactor,NAWL,909
mediate,NAWL,170
radar,NAWL,915
detection,NAWL,156
degrade,NAWL,747
plantation,NAWL,732
trivial,NAWL,604
partition,NAWL,246
arbitrary,NAWL,182
algorithm,NAWL,32
approximate,NAWL,272
inferior,NAWL,581
plausible,NAWL,451
lexical,NAWL,44
optical,NAWL,627
triangle,NAWL,545
quiz,NAWL,876
corpus,NAWL,209
migrate,NAWL,675
polar,NAWL,569
spatial,NAWL,38
tract,NAWL,426
reconstruct,NAWL,549
industrialize,NAWL,837
singular,NAWL,274
simulate,NAWL,343
slash,NAWL,931
contradict,NAWL,622
cylinder,NAWL,512
mutation,NAWL,74
deficiency,NAWL,501
ion,NAWL,14
atomic,NAWL,603
unstable,NAWL,367
ecological,NAWL,352
rainfall,NAWL,575
fracture,NAWL,647
convergence,NAWL,195
sodium,NAWL,514
niche,NAWL,755
media,NAWL,778
neuron,NAWL,42
variance,NAWL,46
progression,NAWL,510
surgical,NAWL,533
formulation,NAWL,281
trajectory,NAWL,133
nationalism,NAWL,448
residue,NAWL,366
calculator,NAWL,958
photographic,NAWL,870
dilute,NAWL,725
residual,NAWL,295
vegetation,NAWL,544
synthetic,NAWL,679
vector,NAWL,28
onwards,NAWL,734
affirm,NAWL,757
resistant,NAWL,527
cone,NAWL,147
finite,NAWL,26
lecturer,NAWL,866
altitude,NAWL,791
differentiation,NAWL,321
periodic,NAWL,241
susceptible,NAWL,562
socialize,NAWL,888
transparency,NAWL,793
applause,NAWL,956
emit,NAWL,744
realism,NAWL,709
lever,NAWL,905
numerical,NAWL,107
theorist,NAWL,518
emperor,NAWL,790
whichever,NAWL,919
deviation,NAWL,186
accumulation,NAWL,391
liter,NAWL,878
nominal,NAWL,408
qualitative,NAWL,337
deceive,NAWL,901
prevalence,NAWL,92
critically,NAWL,729
statistically,NAWL,343
nitrogen,NAWL,451
sponsorship,NAWL,946
messenger,NAWL,826
elimination,NAWL,617
characterization,NAWL,269
pre,NAWL,305
interviewer,NAWL,784
paradox,NAWL,672
elevation,NAWL,600
erase,NAWL,851
contour,NAWL,466
randomly,NAWL,478
substitution,NAWL,152
converge,NAWL,275
archaeology,NAWL,243
coefficient,NAWL,39
induction,NAWL,132
conserve,NAWL,539
thermal,NAWL,439
regression,NAWL,55
quantum,NAWL,536
variability,NAWL,222
plural,NAWL,435
rehabilitation,NAWL,667
thickness,NAWL,417
clone,NAWL,405
slab,NAWL,843
encode,NAWL,128
pest,NAWL,646
fungus,NAWL,751
respiratory,NAWL,616
urine,NAWL,758
terminology,NAWL,543
infectious,NAWL,660
contradictory,NAWL,687
inference,NAWL,234
generalization,NAWL,336
pesticide,NAWL,822
computation,NAWL,174
absorption,NAWL,437
transcription,NAWL,339
estimation,NAWL,184
conditional,NAWL,253
biologist,NAWL,827
appendix,NAWL,288
discrete,NAWL,255
temporal,NAWL,64
indifference,NAWL,850
genetically,NAWL,705
domination,NAWL,738
scroll,NAWL,945
demonstrator,NAWL,957
subset,NAWL,86
syntax,NAWL,192
inhibition,NAWL,332
bodily,NAWL,754
consonant,NAWL,250
physiological,NAWL,313
sediment,NAWL,537
fin,NAWL,817
motif,NAWL,555
linguistics,NAWL,387
radius,NAWL,370
algebra,NAWL,286
fetal,NAWL,276
syntactic,NAWL,87
gradient,NAWL,211
approximation,NAWL,118
acceleration,NAWL,472
hawk,NAWL,952
bacterial,NAWL,500
chemotherapy,NAWL,711
lateral,NAWL,258
adaptive,NAWL,351
communicative,NAWL,573
friction,NAWL,700
binary,NAWL,464
gram,NAWL,819
delta,NAWL,829
notation,NAWL,224
dissertation,NAWL,561
genetics,NAWL,610
wavelength,NAWL,484
diffusion,NAWL,290
cortex,NAWL,140
facet,NAWL,809
semester,NAWL,907
invert,NAWL,720
anthropology,NAWL,639
ecology,NAWL,346
precipitate,NAWL,800
theorem,NAWL,31
mole,NAWL,894
neural,NAWL,158
phonological,NAWL,76
irrigation,NAWL,664
pi,NAWL,374
amino,NAWL,301
turbulent,NAWL,535
solvent,NAWL,841
yeast,NAWL,764
innate,NAWL,741
metabolism,NAWL,551
mercury,NAWL,880
artwork,NAWL,923
longitudinal,NAWL,264
hepatitis,NAWL,681
transcribe,NAWL,724
calculus,NAWL,263
coronary,NAWL,564
confound,NAWL,745
optimum,NAWL,670
portrayal,NAWL,858
memorize,NAWL,916
initiation,NAWL,592
novice,NAWL,889
sensory,NAWL,399
phenomenal,NAWL,883
substrate,NAWL,394
reactive,NAWL,704
censor,NAWL,857
antiquity,NAWL,761
industrialization,NAWL,802
rationality,NAWL,635
uplift,NAWL,862
displacement,NAWL,495
subtract,NAWL,808
phosphate,NAWL,612
elastic,NAWL,690
anti,NAWL,735
locus,NAWL,116
morphology,NAWL,190
postgraduate,NAWL,922
entrant,NAWL,951
marrow,NAWL,834
abdominal,NAWL,777
flux,NAWL,444
potassium,NAWL,703
primer,NAWL,540
precipitation,NAWL,781
connotation,NAWL,828
amplitude,NAWL,138
proton,NAWL,611
replication,NAWL,488
sneeze,NAWL,960
infinity,NAWL,676
inversion,NAWL,652
scripture,NAWL,917
denominator,NAWL,838
secrete,NAWL,730
chloride,NAWL,796
semi,NAWL,930
connector,NAWL,947
millimeter,NAWL,925
elasticity,NAWL,685
exponential,NAWL,505
morphological,NAWL,257
null,NAWL,347
micro,NAWL,853
soluble,NAWL,740
syllabus,NAWL,902
handout,NAWL,953
watershed,NAWL,877
trans,NAWL,663
axiom,NAWL,645
randomize,NAWL,398
equivalence,NAWL,360
comma,NAWL,885
dimensional,NAWL,527
oscillation,NAWL,516
parenthesis,NAWL,701
circa,NAWL,944
biodiversity,NAWL,812
nonlinear,NAWL,185
capillary,NAWL,713
acidic,NAWL,861
epidemiology,NAWL,655
aerosol,NAWL,939
cyclic,NAWL,697
multi,NAWL,933
dissection,NAWL,856
herbicide,NAWL,910
helix,NAWL,736
splice,NAWL,810
oxidize,NAWL,879
volition,NAWL,935
descriptor,NAWL,906
deflection,NAWL,900
solute,NAWL,855
conduction,NAWL,806
congruent,NAWL,864
descendent,NAWL,963
neo,NAWL,950
goods,NAWL,649
factorial,NAWL,904
